No,message,score,socre2
1510,学校周边养殖场影响环境 尊敬的领导，向您反映一个问题，开封县四中旁边这些年盖了很多很多的养殖场，味道难闻不说，一到夏天蚊蝇简直泛滥成灾，严重影响师生的健康，据说也不断有环保局的工作人员来督促整改之类的，但是从来没有效果，已经十几年了，希望领导能够设身处地的为师生为群众着想，望严查为谢！,7,6
1511,工行卡被冻结了 尊敬的市委书记您好！我是江苏扬州一位普通职工，我的中国工商银行卡被北京市公安局刑侦总队冻结，在银行查询说涉及电信诈骗，银行给的电话，一直都是无人接听，关注公众号，按照要求已经提供资料，这张卡是还各种办法贷款卡，面临逾期，不知道怎么办，恳请领导帮助查询什么原因冻结？到底需要多长时间解除冻结？万分感谢！！,6,5
1512,感谢领导帮助 感谢领导的关注，事情已经解决，关于电话打不通纯属误会，谢谢领导已经和商家沟通好了,2,4
1513,拆迁补偿的依据 宁夏银川市兴庆区大新乡塔桥村，恒大足球小镇拆迁补偿的依据是什么，同一个乡为什么队与队之间，不同年份的拆迁补偿相差一半，作为祖祖辈辈农民的我们，紧衣缩食的到处借账盖起的房屋，为什么到最后的赔偿连我们当初建房的钱都补不上，难道赔偿的依据是跟乡党委书记的一句话来定吗？请相关领导解答,5,5
1514,强制学生补课行为 领导好！我是一名大冶市民，我深知补课行为已经多次严禁，但是大冶乡镇的很多学校还是在周末强制交钱补课，我孩子所在的大冶三中从这个周末开始又要补课了，我知道这种补课行为是校方某些人导致的，希望市委领导能够重视并整改，谢谢！,5.5,5
1515,养老保险 我的户口是非农业户口，50多岁，无工作，按灵活机动人员办理的养老保险没有钱交保险费，能办像农村的一次性交的养老保险吗？,1.5,4.5
1516,夹仓拆迁 李市长您好，我想咨询一下奎山街道夹仓社区四个村和费家村年初说已列入2018年拆迁计划，18年已过多半请问夹仓社区四个村和费家村今年还能拆吗？,1.5,5
1517,消费者关于永辉超市价格欺诈的投诉 尊敬的宋书记：您好，我是土生土长的一枚安徽合肥人，在外读书。近期回家，在包河区马鞍山路和太湖路交叉口的永辉超市结账后查看小票，发现标价3.5元的八宝粥标价4.5元，因朋友此前购物时也出现这种情况，我决定找前台。但是等了一个小时，等来一个代主管态度蛮横，居高临下的跟我们说，要么退货要么走。可是根据正规途径，应该是三倍赔偿，不足三倍按500。后来他们听说我们要投诉，改口赔35。我母亲想着算了吧，他们财大气粗，我们如果投诉他们给点钱就解决了，但我不知道有多少人多付了这一元差价，也坚信不会有“给点钱就解决的情况”。因为我相信我的家乡不会这样，在网上看到说安徽不好的会难过，但不会上去撕。因为我爱我的家乡不想给它丢脸，所以面对这种行为，我有深深的无力感。我想告诉我母亲，我家不是这样的。因为朋友说，地方留言板很有用，所以我想占用您的一点时间，麻烦您帮我处理一下我的投诉吗，可以吗？手动比个心~,6,4
1518,公共交通服务差到极点 成都双流公交太烂了，816公交车司机，售票员态度恶劣，到站不停，还出口骂人，错过几个站，事发时间2016年4月17号下午四点四十，位于成都双流县西南航空港站，成都双流公交太影响对成都的映像了，,5.5,6
1519,三环线南湖社区段内噪音巨大扰民 市长您好，我住在三环边上的当代安普顿小区，邻近南三环线，对面即是南湖社区和光谷五小。三环边每天24小时噪声巨大，之前看到过官方的回复说南湖社区附近沿线将要修建声屏障，楚天都市报等媒体也报道过说预计今年底能够修建完毕，可是现在已经11月份了为什么还没动静?最近进展如何?这边三环线噪音扰民比较严重，恳请领导重视并解决，谢谢！,6.5,4.5
1520,酂阳温馨家园你为何不守承诺？ 尊敬的书记：您好！我是永城市酂阳镇的村民…向您反应的是酂阳镇温馨家园的房子2012年建的新农村，本是便民工程，因为开发商的各种原因！所以房子一直没有完工！这可是我们农民多年的积蓄和借的房款，按照合同约定，违约是产生违约金的，说是违约一天赔偿多少钱…多次协商拒不承认，用各种理由推脱，酂阳温馨家园你们签的合同难道没有法律保护…六年了！每次去找！都是有各种理由，酂阳温馨家园你可以别再找理由了行吗？我们农民挣钱真的不容易！！希望政府能给催促解决！谢谢领导！万分感激…,7,4.5
1521,正翔国际 正翔国际那个200多米的超高还建吗...包头还没有超高呢,2,5
1522,交通信号灯不规范 闫书记你好！前段时间回家装修房屋，天天在县城购买建筑材料，每次经过城区的红绿灯路口时，都感觉到非常不合理：东西向或南北向行驶车辆，不伦是直行或左右捌弯，同时亮绿灯，一下子都争着抢道行驶，每个“十字路口”，都是这种情况。为了这件事，我抽空“打的”在城区转了一上午，又问了多个出租司机师傅，都有同感，并且时有车辆刮碰发生！现在私家车越来越多，道路上每时每刻都有行驶的人流车流，事关一下农业县城的交通大事，难道说没有一个有责任心的市民发现？在广州、深圳每一个“红绿灯路口”都经过多次的试运行后，才正式通车。每个十字路口，只允许直行和右转向的绿灯亮，左转向的信号绿灯必须晚10—30秒亮。为了市民的交通安全，请县领导与交通部门抽空实地考察一下，调整一下直行、左右转向信号灯的起亮时间，还市民一个畅通无阻的道路！祈盼！,6.5,5
1523,海怡新城一住户乱堆乱放杂物 青岛市李沧区临汾路148号海怡新城锦云苑8号楼2单元303户系就地安置居民，该住户将老房子的旧物件搬入新小区，露天摊放在楼间平台上和堆放在楼内电梯间里，已经有日子了。物业劝告，街道走访，执法通知，该住户置若罔闻。,5,5.5
1524,丛台区黄粱梦祝村输元河南岸污染和私建问题严重 尊敬的王市长您好，邯郸市丛台区黄粱梦镇祝村村南输元河南岸自京广铁路以西至黄粱梦镇祝村村南段，分布大大小小近百家散乱污工厂和排污企业，并且私搭乱建问题严重，由于这些污染企业临近村庄和市看守所邯郸监狱还有市公安局西区给这片区域造成了很大的污染，希望王市长在百忙之中关注一下这些问题，谢谢,6.5,5
1525,珠海市斗门区乾务镇东澳村外迁户 我们是87年后迁入东澳村的外迁户，大约有200多人。我们这一批人有部分在83年已到东澳村耕田种甘蔗的。由于该村人少地多，当地封民有的弃农经商，导致部分农田无法耕种，而且公，余粮也要上交。为了完成此任务，当地（东澳村）就招了一批外迁户，指定（天益围）和（益成圈）两块围田作为我们的耕种田地。当时该村属大队，大队长由周加祥担任，这是铁的事实，村里的财务处有证可查。当时我们的思想动机是考虑山区人多地少，难以维持生计，而珠江三角洲人少田地多而且气候适宜，土地肥沃，所以在这种情况下我们就决定离乡背井，来到东澳村，落地生根。（落户东澳村已经30多年，因此我们不是看到今时今日开发了才来的）当时该村农民耕地无需什么成本做，生活费都有借支的，化肥，农药都是村统一发放的，到了甘蔗有了收获后才到往来帐里扣费的。那时虽然没有开发，生活并不富裕，但是我们同当时村民很和谐的。所以我们就甘心愿意立足此地。由于形势的发展，村貌有所变化，之前的坭墙瓦屋逐渐拆了，盖起了水坭楼房，之后每年的中秋，春节有了福利分配。我们这批人中有160多个都有4成的福利分配的，每户发放有股权证书，但是由于封官的换届选举，导致2008年终止了我们的福利分配。现在国家大开发，珠海市到东澳村征收果园地，鱼塘，水塘，门口的水稻田作为珠海中学的建设。共得征地款的预支发放2.3个亿，本地村民分得每人15.6万元。83至86年的外迁户分得4成的款项即6.24万元。至于我们这批人就全部被排拆了，完全得不到一点补尝。我们到这里辛辛苦苦了30多年，难道总没有贡献吗？当时耕田种地按时上交公，余粮的，东澳村的任何事务都有权参加，包括村干部的选举，应征参军，被征地农民的参保（农得，医保等），加入老人馆。这些都是与本地村民同等看待的。但是到了今天被征地建设珠海中学的征地款我们就得不到一点享受呢？单独口粮田80多亩，是镇府连夜围敝的，以每亩200万元征收（以珠海中学为籍口）共得1.6个亿，按照东澳村现在人口（有当地户口的）计算每人都有8万元。水稻田是农民的命根子，没有了水稻田，被征收后一点权益又得不到享受，依法，依规合理吗？叫我们这批人以后怎样生活呢？希望市长严查此事，给予我们的诉求作出一个合理，合法的解释，还我们村民一个合法的权益。,7.5,6
